,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Content Rating NUM,Category NUM
4816,Experiment Z - Zombie,GAME,4.0,229329,88,10000000,Free,0.0,Mature 17+,Action,"December 4, 2017",2.14,4.1 and up,3,14
4832,GALAK-Z: Variant Mobile,GAME,3.9,145,79,10000,Free,0.0,Everyone,Action,"July 30, 2018",1.7.6,4.4 and up,1,14
4762,Extreme X Ray Robot Stunts,GAME,4.3,10806,49,5000000,Free,0.0,Everyone,Racing,"May 9, 2017",1.5.1,4.0 and up,1,14
8062,Racing CX,GAME,4.191767218366257,4,20,500,Free,0.0,Everyone,Racing,"June 6, 2017",1,2.2 and up,1,14
9592,Poker Equity Calculator Pro for No Limit Hold'em,GAME,4.0,21,14,5000,Paid,0.99,Everyone,Card,"September 10, 2017",1.3,5.0 and up,1,14
9593,Poker Live! 3D Texas Hold'em,GAME,4.3,6143,37,100000,Free,0.0,Teen,Casino,"July 25, 2018",Varies with device,4.0.3 and up,4,14
9595,Fun Texas Hold'em Poker,GAME,4.5,32831,24,500000,Free,0.0,Teen,Casino,"May 12, 2017",17.05.11,4.0.3 and up,4,14
9598,Punch em,GAME,4.1,2208,4.4,500000,Free,0.0,Everyone,Arcade,"May 24, 2018",2.0.8,4.1 and up,1,14
9599,Zynga Poker – Texas Holdem,GAME,4.4,1986068,52,50000000,Free,0.0,Teen,Casino,"July 25, 2018",21.54,4.1 and up,4,14
9600,Boyaa Poker (En) – Social Texas Hold’em,GAME,4.3,71468,51,1000000,Free,0.0,Teen,Card,"June 12, 2018",5.8.0,4.1 and up,4,14
9590,Texas Hold'em Poker,GAME,3.6,12846,14,1000000,Free,0.0,Teen,Casino,"December 29, 2017",3.3,4.1 and up,4,14
4691,San Andreas: Gang Crime V,GAME,4.1,2399,42,100000,Free,0.0,Mature 17+,Action,"January 28, 2018",1.0.1,2.3 and up,3,14
9604,Texas Holdem Poker Pro,GAME,4.5,114479,26,5000000,Free,0.0,Teen,Card,"December 20, 2017",4.7.0,3.0 and up,4,14
6316,BJ Bridge Acol Beginner 2018,GAME,3.7,11,4.8,5000,Free,0.0,Everyone,Card,"May 21, 2018",6.2-begina,4.0 and up,1,14
9606,HANGAME Casino - Baccarat & Texas Hold'em,GAME,4.1,8608,46,500000,Free,0.0,Teen,Casino,"May 17, 2018",1.4.5,4.1 and up,4,14
9607,PokerStars Play: Free Texas Holdem Poker Game,GAME,4.6,14989,78,500000,Free,0.0,Teen,Card,"July 6, 2018",1.9.2,4.0.3 and up,4,14
9609,Texas Holdem Poker,GAME,4.0,127831,26,10000000,Free,0.0,Teen,Card,"December 20, 2017",4.7.0,3.0 and up,4,14
9614,TRANSFORMERS: Forged to Fight,GAME,4.6,291941,90,10000000,Free,0.0,Everyone 10+,Action,"July 27, 2018",6.3.2,4.0.3 and up,2,14
9601,World Series of Poker – WSOP Free Texas Holdem,GAME,4.5,910051,76,10000000,Free,0.0,Teen,Card,"August 2, 2018",5.11.0,4.1 and up,4,14
9523,Train Racing Games 3D 2 Player,GAME,4.3,192374,56,10000000,Free,0.0,Everyone,Racing,"January 9, 2018",Varies with device,5.0 and up,1,14
9587,HAWK – Force of an Arcade Shooter. Shoot 'em up,GAME,4.6,190274,46,5000000,Free,0.0,Everyone,Arcade,"July 9, 2018",Varies with device,4.1 and up,1,14
9584,Texas Hold’em Poker + | Social,GAME,3.5,4416,59,500000,Free,0.0,Teen,Casino,"January 18, 2017",2.1.7,4.0.3 and up,4,14
4745,Draw Something Classic,GAME,4.2,1092106,43,50000000,Free,0.0,Everyone,Word,"July 28, 2018",2.400.022,4.4 and up,1,14
5950,Banana Kong,GAME,4.4,3452530,68,100000000,Free,0.0,Everyone,Action,"February 7, 2018",1.9.6.6,4.0.3 and up,1,14
5954,Space Shooter : Galaxy Attack,GAME,4.6,169661,40,10000000,Free,0.0,Everyone,Arcade,"August 1, 2018",1.246,4.1 and up,1,14
9559,Adivina el cantante de Trap y Reggaeton,GAME,4.5,1914,24,100000,Free,0.0,Everyone,Trivia,"June 29, 2018",3.6.7z,4.0.3 and up,1,14
9561,Fernanfloo,GAME,4.8,526595,49,10000000,Free,0.0,Everyone 10+,Arcade,"June 26, 2018",2.9,4.0.3 and up,2,14
9567,Adivina el Emoji,GAME,4.191767218366257,2536,32,100000,Free,0.0,Everyone,Trivia,"October 2, 2016",1.00,4.0.3 and up,1,14
9569,The Game of Life,GAME,4.4,18652,63,100000,Paid,2.99,Everyone,Board,"July 4, 2018",2.1.2,4.4 and up,1,14
9577,Get 'Em,GAME,4.1,7904,21,500000,Free,0.0,Everyone 10+,Action,"October 26, 2016",1.6.7,4.0.3 and up,2,14
9580,Beach Shoot Em Up: Head Hunter,GAME,4.4,1218,15,500000,Free,0.0,Everyone 10+,Action,"March 6, 2018",1.0.9,2.3 and up,2,14
9582,Stick 'Em Up 2 Starter Edition,GAME,3.8,2102,40,100000,Free,0.0,Everyone 10+,Action,"September 11, 2015",1.1.3,4.0.3 and up,2,14
4709,Grand Stickman Cover V,GAME,4.0,1744,37,100000,Free,0.0,Mature 17+,Action,"May 19, 2018",1.0.1,4.1 and up,3,14
4708,Mental Hospital V,GAME,4.2,2460,25,50000,Paid,0.99,Mature 17+,Action,"November 19, 2016",1.04,4.2 and up,3,14
9583,Shoot`Em Down: Shooting game,GAME,3.9,7972,88,500000,Free,0.0,Teen,Action,"August 12, 2017",56,4.1 and up,4,14
9447,TAMAGO Monsters Returns,GAME,4.1,104583,37,1000000,Free,0.0,Everyone,Arcade,"August 18, 2016",3.45,2.3 and up,1,14
4835,Reload: The Z-Team,GAME,4.3,1655,91,100000,Free,0.0,Everyone 10+,Action,"February 28, 2018",1.6.2,4.4 and up,2,14
4836,Rage Z: Multiplayer Zombie FPS Online Shooter,GAME,4.1,11258,44,500000,Free,0.0,Mature 17+,Action,"December 8, 2016",1.25,4.2 and up,3,14
5788,Axe Champ Hit,GAME,4.191767218366257,1,15,100,Free,0.0,Everyone,Arcade,"May 25, 2018",0.1,4.1 and up,1,14
5789,Axe Champion,GAME,4.4,21,15,5000,Free,0.0,Everyone,Arcade,"May 28, 2018",0.1,4.1 and up,1,14
9380,MazeMilitia Classic Multiplayer Shooting Game,GAME,4.4,1294,44,50000,Free,0.0,Mature 17+,Action,"March 8, 2018",1.2,4.1 and up,3,14
5790,Vikings Stickman Axe Fighting,GAME,4.2,924,43,100000,Free,0.0,Everyone,Arcade,"October 21, 2017",1.5.2,3.0 and up,1,14
9382,ZOMBIE RIPPER,GAME,3.7,16073,94,500000,Free,0.0,Mature 17+,Action,"November 14, 2017",1.4,4.0 and up,3,14
5794,Axetatic - Axe Throwing Game,GAME,4.6,29,31,1000,Free,0.0,Everyone 10+,Arcade,"October 22, 2017",1.3.3,4.2 and up,2,14
9386,Horror Hospital,GAME,3.7,63986,26,1000000,Free,0.0,Teen,Action,"October 10, 2017",6.0,2.3 and up,4,14
5786,Axe Champ,GAME,3.8,141,19,10000,Free,0.0,Everyone,Arcade,"May 26, 2018",1.0.6,4.1 and up,1,14
5795,Axe Champs! Wars,GAME,5.0,8,25,50,Free,0.0,Everyone,Arcade,"June 26, 2018",1.1,4.1 and up,1,14
5797,Axe Knight,GAME,4.5,52,33,5000,Free,0.0,Everyone,Action,"June 26, 2018",1.0.5,4.1 and up,1,14
9391,Pineapple Pen,GAME,4.3,157264,65,10000000,Free,0.0,Everyone,Arcade,"December 30, 2016",1.31,4.0.3 and up,1,14
9393,Guess The Emoji,GAME,4.5,76627,23,5000000,Free,0.0,Everyone,Word,"July 3, 2018",8.16g,4.2 and up,1,14
9394,Camping RV Caravan Parking 3D,GAME,3.3,5290,48,500000,Free,0.0,Everyone,Racing,"December 18, 2014",1.3,2.3 and up,1,14
9395,Grand Bat Superhero Flying Assault Rescue Mission,GAME,4.4,1094,37,500000,Free,0.0,Teen,Action,"July 9, 2018",1.1,4.1 and up,4,14
9396,Zombie Frontier,GAME,4.2,326689,20,10000000,Free,0.0,Teen,Action,"May 30, 2018",1.31,4.2 and up,4,14
5802,The Vikings,GAME,4.4,15806,42,1000000,Free,0.0,Teen,Arcade,"June 6, 2018",1.0.7,4.1 and up,4,14
9388,Mad Skills Motocross,GAME,4.0,32522,44,1000000,Free,0.0,Everyone,Racing,"January 25, 2016",1.2.0,2.0 and up,1,14
9400,RUN JUMP RUN-fun games for free,GAME,4.4,661,42,100000,Free,0.0,Everyone,Action,"April 20, 2018",1.5.2,3.0 and up,1,14
5782,AXE.IO - Brutal Survival Battleground,GAME,4.2,3845,76,500000,Free,0.0,Everyone 10+,Arcade,"August 3, 2018",1.6.1,4.1 and up,2,14
8239,DB Ultra Saiyan Battle,GAME,4.5,33,44,1000,Free,0.0,Everyone 10+,Action,"July 25, 2018",1.3.7,2.3 and up,2,14
8264,DC Universe Quiz,GAME,4.3,11,23,500,Free,0.0,Everyone,Trivia,"May 22, 2018",3.2.7z,4.0.3 and up,1,14
8261,MARVEL Contest of Champions,GAME,4.3,2468915,92,50000000,Free,0.0,Teen,Action,"July 30, 2018",19.1.0,4.0.3 and up,4,14
5764,Modern Action Commando 3D,GAME,4.2,492,63,100000,Free,0.0,Teen,Action,"April 6, 2017",1.0,4.0.3 and up,4,14
9347,L.A. Crime Stories 2 Mad City Crime,GAME,4.2,3946,42,100000,Free,0.0,Teen,Racing,"March 30, 2017",1.04,2.3 and up,4,14
9348,LA Stories 4 New Order Sandbox 2018,GAME,4.2,17453,99,1000000,Free,0.0,Mature 17+,Racing,"June 1, 2018",1.06,2.3 and up,3,14
9372,Eh Amego!,GAME,3.8,13388,7.1,500000,Free,0.0,Everyone,Arcade,"August 24, 2015",2.0.5,2.2 and up,1,14
5766,Call of Duty®: Heroes,GAME,4.4,1604146,57,10000000,Free,0.0,Teen,Action,"June 27, 2018",4.8.0,4.1 and up,4,14
9353,L.A. Crime Stories Mad City Crime,GAME,4.0,30008,99,1000000,Free,0.0,Mature 17+,Racing,"March 30, 2017",1.26,2.3 and up,3,14
8254,Justice League Action Run,GAME,4.3,22333,9.7,1000000,Free,0.0,Everyone 10+,Action,"August 7, 2018",2.01,4.3 and up,2,14
8252,Ultimate DC Challenge,GAME,4.5,937,35,10000,Free,0.0,Everyone,Trivia,"October 19, 2017",2.14.5e,4.0.3 and up,1,14
9359,Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,185382,99,10000000,Free,0.0,Everyone,Action,"July 30, 2018",1.0.6,4.4 and up,1,14
8248,Injustice: Gods Among Us,GAME,4.4,2440877,32,10000000,Free,0.0,Teen,Action,"June 14, 2018",2.21,4.0 and up,4,14
8247,Injustice 2,GAME,4.3,504765,36,5000000,Free,0.0,Teen,Action,"July 30, 2018",2.4.1,4.4 and up,4,14
9369,Betul Ke Bohong Eh?,GAME,4.2,601,6.4,100000,Free,0.0,Everyone,Trivia,"April 3, 2015",1.0.1,2.3 and up,1,14
8258,Quiz DC,GAME,1.4,33,3.1,1000,Free,0.0,Everyone,Trivia,"December 25, 2017",1.10,4.1 and up,1,14
5805,Knife&Axe Throwing,GAME,3.1,440,9.1,50000,Free,0.0,Everyone,Arcade,"November 26, 2012",1.0.6,2.1 and up,1,14
5806,Stickman and Axe,GAME,4.4,69,2.8,50000,Free,0.0,Teen,Action,"November 25, 2017",1.0,4.0.3 and up,4,14
4901,Assassin's Creed Identity,GAME,3.7,42529,92,500000,Paid,1.99,Teen,Action,"November 23, 2016",2.8.2,4.1 and up,4,14
9425,Let's Poke The Egg,GAME,3.4,9051,23,1000000,Free,0.0,Everyone,Arcade,"February 4, 2017",1.2,2.3 and up,1,14
8172,Dan the Man: Action Platformer,GAME,4.8,528550,73,10000000,Free,0.0,Teen,Arcade,"July 26, 2018",1.2.6,4.1 and up,4,14
5844,¡Ay Metro!,GAME,3.8,489,36,10000,Free,0.0,Everyone 10+,Arcade,"March 17, 2015",1.0.3.1,4.0 and up,2,14
5846,YAKALA AY,GAME,4.191767218366257,0,14,1,Paid,0.99,Everyone,Arcade,"July 7, 2018",1.0,4.1 and up,1,14
5855,Ay Vamos - PJ. Balvin - Piano,GAME,4.191767218366257,0,29,5,Free,0.0,Everyone,Arcade,"July 9, 2018",1.0,4.1 and up,1,14
9432,Survival: Prison Escape,GAME,4.0,127810,33,10000000,Free,0.0,Mature 17+,Action,"August 1, 2018",1.8.8,4.4 and up,3,14
4850,Ultimate Fighter Z,GAME,4.3,180,24,5000,Free,0.0,Everyone,Action,"July 16, 2018",2.0,4.4 and up,1,14
4869,Angry Birds Rio,GAME,4.4,2610328,46,100000000,Free,0.0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,1,14
4849,Dragon X Adventure: Warrior Z,GAME,4.3,8537,29,100000,Free,0.0,Everyone 10+,Action,"November 3, 2015",1.1.4,2.3 and up,2,14
5860,San Andreas Crime Stories,GAME,4.0,162530,97,10000000,Free,0.0,Mature 17+,Racing,"July 2, 2018",1.0.0.0,4.1 and up,3,14
5862,Miami crime simulator,GAME,4.0,254518,100,10000000,Free,0.0,Mature 17+,Action,"July 9, 2018",2.0,4.0 and up,3,14
4842,Zombie Avengers:(Dreamsky)Stickman War Z,GAME,4.3,13604,96,1000000,Paid,0.99,Teen,Action,"June 26, 2018",2.4.4,2.3 and up,4,14
5864,Strange Hero: Future Battle,GAME,4.2,88901,73,10000000,Free,0.0,Teen,Action,"May 24, 2018",11.0.0,4.0 and up,4,14
4838,Saiyan Z: Super SSJ Ultimate Combat,GAME,4.4,306,61,10000,Free,0.0,Everyone,Adventure,"April 18, 2018",2.0.2,4.0 and up,1,14
4837,Pixel Z Gunner 3D - Battle Survival Fps,GAME,4.2,11408,96,1000000,Free,0.0,Teen,Action,"July 6, 2018",4.1,4.0 and up,4,14
4847,Route Z,GAME,3.9,24697,16,500000,Free,0.0,Teen,Action,"July 10, 2015",1.5,4.0 and up,4,14
9422,Tamago egg,GAME,3.0,49,7.1,5000,Free,0.0,Everyone,Trivia,"October 31, 2017",1.0.1,2.3.3 and up,1,14
8185,Geometry Dash SubZero,GAME,4.6,260527,49,10000000,Free,0.0,Everyone,Arcade,"December 21, 2017",1.00,4.0 and up,1,14
5807,Axe Throw: Flip Champ Axes Champion Throwing Games,GAME,4.191767218366257,1,13,50,Free,0.0,Everyone,Arcade,"May 31, 2018",1.0.0,4.0 and up,1,14
5811,Axe Man,GAME,3.7,53,14,1000,Free,0.0,Everyone,Adventure,"February 23, 2015",3.0,2.3.3 and up,1,14
5814,Dead Zombie Evil Killer:Axe,GAME,3.9,71,52,10000,Free,0.0,Teen,Action,"December 1, 2016",1.1,2.3 and up,4,14
8202,DRAGON BALL LEGENDS,GAME,4.6,338742,48,5000000,Free,0.0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,4,14
5818,Zlax.io Zombs Luv Ax,GAME,4.6,6344,32,500000,Free,0.0,Everyone,Action,"April 4, 2018",1.7,4.1 and up,1,14
4890,Angry Birds Star Wars,GAME,4.3,1218055,45,100000000,Free,0.0,Everyone,Arcade,"May 25, 2018",1.5.12,4.1 and up,1,14
5821,Clash of Axe: Flippy Lumberjack Action X,GAME,4.3,6,61,1000,Free,0.0,Everyone,Action,"September 14, 2017",1.2,4.0 and up,1,14
5822,Flippy Axe : Flip The Knife & Axe Simulator,GAME,5.0,7,15,100,Free,0.0,Everyone,Arcade,"September 27, 2017",1.1,4.2 and up,1,14
8197,Just Dance Now,GAME,4.2,794058,56,10000000,Free,0.0,Everyone,Music,"June 12, 2018",2.3.0,4.4 and up,1,14
4886,Angry Birds Go!,GAME,4.2,3846378,82,50000000,Free,0.0,Everyone,Racing,"May 30, 2018",2.8.2,4.1 and up,1,14
8196,The Visitor,GAME,4.1,39895,25,5000000,Free,0.0,Mature 17+,Adventure,"January 2, 2018",1.2.3,4.1 and up,3,14
5826,Woodman Deluxe,GAME,4.0,82,4.4,5000,Free,0.0,Everyone,Action,"July 6, 2015",1.0.2,2.3 and up,1,14
8195,Knife Hit,GAME,4.5,462614,60,10000000,Free,0.0,Everyone,Arcade,"May 22, 2018",1.7.2,4.0.3 and up,1,14
8188,Quiz TRUE or FALSE,GAME,4.6,2464,34,50000,Free,0.0,Everyone,Trivia,"February 13, 2018",1.1,4.1 and up,1,14
4874,Angry Birds Friends,GAME,4.2,829753,48,50000000,Free,0.0,Everyone,Arcade,"June 19, 2018",4.9.0,4.1 and up,1,14
4679,The Gang Sniper V. Pocket Edition.,GAME,3.9,6121,61,500000,Free,0.0,Mature 17+,Action,"June 20, 2018",2.1,4.1 and up,3,14
4678,Sin City Crime Simulator V - Gangster,GAME,4.2,2113,67,100000,Free,0.0,Everyone 10+,Action,"April 23, 2018",Varies with device,4.0.3 and up,2,14
1988,Hungry Shark Evolution,GAME,4.5,6074627,100,100000000,Free,0.0,Teen,Arcade,"July 25, 2018",6.0.0,4.1 and up,4,14
4407,Draw N Guess Multiplayer,GAME,3.9,29505,69,1000000,Free,0.0,Everyone,Word,"April 4, 2018",3.0.11,4.0.3 and up,1,14
6177,BLOOD & GLORY: IMMORTALS,GAME,4.3,101762,11,1000000,Free,0.0,Teen,Action,"June 11, 2015",2.0.0,3.0 and up,4,14
7833,Shooter Sniper CS - FPS Games,GAME,3.5,14823,40,1000000,Free,0.0,Teen,Action,"February 15, 2017",4.0,2.3 and up,4,14
7834,CS16Client,GAME,4.3,8668,9.1,500000,Free,0.0,Teen,Action,"April 1, 2017",1.33,1.5 and up,4,14
7836,Counter Attack - Multiplayer FPS,GAME,4.3,112565,32,1000000,Free,0.0,Teen,Action,"July 21, 2018",1.1.97,4.4 and up,4,14
7838,What's Your CS:GO rank?,GAME,2.3,278,2.4,10000,Free,0.0,Teen,Trivia,"February 11, 2017",1.0,2.3 and up,4,14
6167,Block Gun 3D: Call of Destiny,GAME,3.7,31883,20,1000000,Free,0.0,Teen,Action,"March 23, 2017",1.4.3,2.3 and up,4,14
7844,Map Callouts for CS:GO,GAME,4.3,211,3.6,50000,Free,0.0,Everyone,Action,"January 26, 2018",2.1,4.0.3 and up,1,14
4492,The Q - Live Trivia Game Network,GAME,2.7,1486,14,100000,Free,0.0,Everyone,Trivia,"August 3, 2018",2.4.8,5.0 and up,1,14
7850,Quiz CS:GO players,GAME,4.4,460,31,50000,Free,0.0,Everyone,Trivia,"June 23, 2018",4.2,4.0.3 and up,1,14
7851,Puzzle for CS:GO,GAME,4.3,247,18,10000,Free,0.0,Everyone,Word,"September 16, 2016",1.53,4.0.3 and up,1,14
4500,Q*bert: Rebooted,GAME,4.3,13788,55,1000000,Free,0.0,Everyone,Arcade,"April 1, 2017",1.1,4.4 and up,1,14
4502,Gun Shoot War Q,GAME,4.2,26893,20,1000000,Free,0.0,Teen,Arcade,"March 1, 2017",1.0.5,2.3 and up,4,14
6124,Faketalk - Chatbot,GAME,4.2,63056,8.1,1000000,Free,0.0,Teen,Word,"July 3, 2018",1.9.7,2.3 and up,4,14
7887,CT-REMOTE,GAME,3.3,19,1.6,100,Paid,4.49,Everyone,Action,"February 10, 2015",1.4,2.3 and up,1,14
4515,DJMAX TECHNIKA Q - Music Game,GAME,4.3,21107,95,100000,Free,0.0,Everyone,Music,"July 30, 2018",1.2.1,4.0.3 and up,1,14
6113,BF Frontline City,GAME,4.1,29798,80,1000000,Free,0.0,Mature 17+,Action,"March 6, 2017",5.1.7,2.3 and up,3,14
6106,Combat BF: Black Ops 3,GAME,4.2,7699,83,500000,Free,0.0,Mature 17+,Action,"March 2, 2017",5.1.6,2.3 and up,3,14
7749,Snowboard Racing Free Fun Game,GAME,3.8,4552,43,100000,Free,0.0,Everyone,Racing,"October 26, 2016",1.4.0,2.3.3 and up,1,14
4410,Rock N' Cash Casino Slots -Free Vegas Slot Games,GAME,4.7,6187,33,100000,Free,0.0,Teen,Casino,"July 27, 2018",1.15.0,4.0.3 and up,4,14
6104,BF Combat: Genesis,GAME,4.0,3322,82,100000,Free,0.0,Mature 17+,Action,"March 2, 2017",5.1.6,2.3 and up,3,14
4409,Lock 'n' Roll Pro - Ad Free,GAME,4.6,169,13,1000,Paid,0.99,Everyone,Card,"July 1, 2015",4.0.5,2.3.3 and up,1,14
6097,Bullet Force,GAME,4.5,634159,58,10000000,Free,0.0,Teen,Action,"June 21, 2018",1.40,4.2 and up,4,14
6089,BF at Sea Refueled,GAME,4.4,1849,37,10000,Free,0.0,Everyone,Board,"October 20, 2015",1.1.8,2.3.3 and up,1,14
7811,Assault Line CS Online Fps Go,GAME,4.1,52163,70,1000000,Free,0.0,Mature 17+,Action,"July 13, 2016",1.1.2,2.3 and up,3,14
6088,Wolf of the BF:Commando MOBILE,GAME,3.4,32,27,1000,Paid,0.99,Everyone 10+,Arcade,"March 23, 2017",1.00.10,4.0 and up,2,14
6087,Battlefield™ Companion,GAME,4.0,263907,62,10000000,Free,0.0,Everyone 10+,Action,"November 1, 2016",3.0.4,4.0 and up,2,14
7830,Counter Terrorist Gun Strike CS: Special Forces,GAME,4.2,211,44,10000,Free,0.0,Teen,Action,"August 18, 2017",1.1,2.3 and up,4,14
4542,R-TYPE II,GAME,4.3,5682,37,50000,Paid,1.99,Everyone,Arcade,"March 2, 2017",1.1.5,2.3.3 and up,1,14
7829,Mobile CS:GO,GAME,3.1,1015,0.6,100000,Free,0.0,Everyone,Action,"November 11, 2015",1.3,2.3.3 and up,1,14
6181,Shadow Fight 2 Special Edition,GAME,4.5,10440,86,50000,Paid,4.99,Teen,Action,"May 30, 2018",1.0.3,4.1 and up,4,14
6206,Rento - Dice Board Game Online,GAME,4.3,205830,63,10000000,Free,0.0,Everyone,Board,"June 20, 2018",4.4.9,4.1 and up,1,14
4434,Drink-O-Tron The Drinking Game,GAME,4.1,140,45,50000,Free,0.0,Mature 17+,Card,"May 31, 2017",1.64,4.0.3 and up,3,14
4431,Obbligo o Verità? PRO,GAME,4.191767218366257,4,2.9,100,Paid,0.99,Teen,Board,"April 26, 2018","1,01",3.0 and up,4,14
9898,Countries of the European Union (Quiz),GAME,4.191767218366257,11,7.0,100,Free,0.0,Everyone,Trivia,"February 3, 2018",1.3,5.0 and up,1,14
7812,Standoff 2,GAME,4.5,299046,47,10000000,Free,0.0,Mature 17+,Action,"July 12, 2018",0.9.5,4.1 and up,3,14
9885,R-EU-READY,GAME,4.1,13,16,500,Free,0.0,Everyone,Trivia,"March 2, 2016",1.5,2.2 and up,1,14
9884,Invasion: Defend EU,GAME,4.191767218366257,7,20,50,Free,0.0,Everyone,Arcade,"December 8, 2017",1.0.|,2.3 and up,1,14
7813,Counter Online FPS Game,GAME,4.2,41089,42,5000000,Free,0.0,Teen,Action,"July 25, 2018",2.7,4.1 and up,4,14
7753,RIDE ZERO,GAME,4.6,8778,36,100000,Free,0.0,Teen,Music,"January 2, 2018",1.3.1,4.3 and up,4,14
4446,The Maze Runner,GAME,4.0,428268,22,10000000,Free,0.0,Everyone,Action,"September 14, 2015",1.8.1,2.3 and up,1,14
4419,Oddworld: New 'n' Tasty,GAME,4.6,1475,34,10000,Paid,4.99,Teen,Action,"January 2, 2018",1.0.4,5.0 and up,4,14
4417,Ghouls'n Ghosts MOBILE,GAME,3.9,168,49,5000,Paid,1.99,Everyone 10+,Arcade,"May 18, 2017",1.00.00,4.1 and up,2,14
6198,Backgammon NJ for Android,GAME,4.4,1644,15,10000,Paid,7.99,Everyone,Board,"April 5, 2017",4.1,2.3.3 and up,1,14
7815,Combat Strike CS 🔫 Counter Terrorist Attack FPS💣,GAME,4.1,1019,39,100000,Free,0.0,Teen,Action,"July 23, 2018",1.0.7,4.1 and up,4,14
7817,Ultimate Quiz for CS:GO - Skins | Cases | Players,GAME,4.5,2526,22,100000,Free,0.0,Everyone,Trivia,"February 14, 2018",1.3.0,4.1 and up,1,14
7818,Аim Training for CS,GAME,3.6,2328,12,100000,Free,0.0,Everyone,Action,"October 25, 2014",1.8,2.3 and up,1,14
7819,Sniper Traning for CS GO,GAME,3.2,655,14,50000,Free,0.0,Teen,Action,"May 18, 2016",1.0.2,4.0 and up,4,14
4416,Jump'N'Shoot Attack,GAME,4.1,155,32,1000,Paid,2.49,Everyone,Arcade,"May 26, 2018",1.2,4.1 and up,1,14
7824,Your rank CS:GO,GAME,4.1,4946,7.5,100000,Free,0.0,Teen,Trivia,"July 16, 2017",1.82,4.0.3 and up,4,14
6187,Block Gun 3D: Ghost Ops,GAME,3.9,142693,21,5000000,Free,0.0,Teen,Action,"June 7, 2018",1.4.0,2.3 and up,4,14
4414,Rock n Roll Music Quiz Game,GAME,3.7,80,7.6,10000,Free,0.0,Everyone,Trivia,"June 6, 2018",5.0,4.1 and up,1,14
9850,Oggy,GAME,4.5,49971,61,5000000,Free,0.0,Everyone,Arcade,"August 29, 2017",1.3.1,4.0.3 and up,1,14
4677,V for Voodoo,GAME,4.2,16876,59,1000000,Free,0.0,Teen,Trivia,"June 28, 2018",3.0.1,6.0 and up,4,14
6084,Hard Time (Prison Sim),GAME,4.3,275843,41,10000000,Free,0.0,Teen,Adventure,"July 19, 2018",1.401,4.0 and up,4,14
4612,Don't Starve: Pocket Edition,GAME,4.4,17988,7.9,100000,Paid,4.99,Teen,Adventure,"July 25, 2018",1.06,5.0 and up,4,14
6081,Beauty Idol: Fashion Queen,GAME,4.3,128367,54,1000000,Free,0.0,Everyone,Arcade,"October 27, 2017",2.1.0,4.0.3 and up,1,14
4387,Rope'n'Fly 3 - Dusk Till Dawn,GAME,4.0,166033,23,10000000,Free,0.0,Everyone 10+,Arcade,"January 31, 2018",3.6,2.3 and up,2,14
4620,Ludo - Don't get angry,GAME,4.2,131,23,1000,Paid,1.61,Everyone,Board,"February 24, 2016",1.6.3,2.3.3 and up,1,14
4384,Hide N Seek : Mini Game,GAME,3.8,4719,54,500000,Free,0.0,Everyone,Action,"July 8, 2018",5.1.3,4.1 and up,1,14
6287,Bi-Tank,GAME,4.6,12,18,50,Free,0.0,Everyone,Arcade,"July 31, 2017",Varies with device,4.1 and up,1,14
4382,Cops N Robbers 2,GAME,4.1,63680,46,1000000,Free,0.0,Everyone 10+,Adventure,"June 2, 2018",2.2.2,4.1 and up,2,14
4381,Cops N Robbers - FPS Mini Game,GAME,4.2,156862,64,5000000,Free,0.0,Everyone 10+,Action,"July 31, 2018",7.0.4,4.1 and up,2,14
7995,Cartoon Wars: Blade,GAME,4.4,165656,38,5000000,Free,0.0,Teen,Arcade,"February 7, 2018",1.1.0,2.3 and up,4,14
6300,Bike Rivals,GAME,4.2,212067,48,10000000,Free,0.0,Everyone,Racing,"July 15, 2015",1.5.2,2.3.3 and up,1,14
6301,Bingo Party - Free Bingo Games,GAME,4.7,155694,92,1000000,Free,0.0,Teen,Board,"July 13, 2018",2.1.1,4.0.3 and up,4,14
9641,Chess Free,GAME,4.5,1375988,15,50000000,Free,0.0,Everyone,Board,"June 7, 2018",2.72,4.1 and up,1,14
5621,Nights at Cube Pizzeria 3D – 2,GAME,4.0,47151,36,5000000,Free,0.0,Everyone 10+,Action,"December 26, 2017",2.4.0,4.3 and up,2,14
4377,Rope'n'Fly 4,GAME,4.1,234606,59,10000000,Free,0.0,Everyone,Action,"January 29, 2018",3.1,2.3 and up,1,14
7698,CP Trivia,GAME,5.0,5,12,100,Free,0.0,Everyone,Trivia,"August 6, 2018",0.99,5.0 and up,1,14
7693,IV Go（get IV for Pokemon）,GAME,4.6,132282,20,1000000,Free,0.0,Everyone,Adventure,"July 31, 2018",15.0,4.1 and up,1,14
4667,U-48 Submarine Commander Free,GAME,3.5,4575,3.8,500000,Free,0.0,Everyone,Arcade,"October 7, 2017",1.24,4.0.3 and up,1,14
6309,BJ's Bingo & Gaming Casino,GAME,4.5,501,65,10000,Free,0.0,Teen,Casino,"July 26, 2018",5.0.1.3,4.3 and up,4,14
